Index,Link,Label,Text,FileName,Transcription,sort_key
285.0,https://www.tiktok.com/@hancock315/video/7378308999176801578,1,You ready? You ready? 3212. Welcome to the Yeah.',285_mp4_trial_2.json,You ready? You ready? 3212. Welcome to the Yeah.,285
286.0,https://www.tiktok.com/@rednewschannel/video/7357059846501371179,1,"""This just in President Biden will approve another $7.4 billion in student loan bailouts. Today, 277,000 borrowers are going to have their debt canceled as a part of the Biden administration's save plan. He's also underwater with students and young Americans. So here comes more money. The administration has already cut $153 billion in loan forgiven. This. The safe plan is helping millions of people who earn less than $15 per hour have a monthly payment of $0 and is helping some borrowers get their debts canceled faster. The president will continue fighting to give people more breathing room and using every tool at his disposal to help borrowers. This comes up that the president announced separate plans to relieve student debt for more Americans, which is estimated to cost $84 billion. He's not forgiving it, he's putting it on other people. You know, he's not, he's not just erasing it, he's not paying out of his pocket, he's paying out of his pocket. That Delaware, you know, the fortune that he has assumed that he's a mass, that's no problem, but he's doing it and putting into the big pot every month, we had a trillion to the debt and now we're just arbitrarily deciding the college graduates don't need to pay back their, how are we going to pay for this? We're already in debt mortgage rates. Look at those. They were January 2022 3.2%. Remember those days? Now, it's almost 7%. Wall Street Journal did an article about this talking about how under Trump prices were stable and prices didn't rise significantly until Biden's first year in office.""",286_mp4_trial_2.json,"This just in President Biden will approve another $7.4 billion in student loan bailouts. Today, 277,000 borrowers are going to have their debt canceled as a part of the Biden administration's save plan. He's also underwater with students and young Americans. So here comes more money. The administration has already cut $153 billion in loan forgiven. This. The safe plan is helping millions of people who earn less than $15 per hour have a monthly payment of $0 and is helping some borrowers get their debts canceled faster. The president will continue fighting to give people more breathing room and using every tool at his disposal to help borrowers. This comes up that the president announced separate plans to relieve student debt for more Americans, which is estimated to cost $84 billion. He's not forgiving it, he's putting it on other people. You know, he's not, he's not just erasing it, he's not paying out of his pocket, he's paying out of his pocket. That Delaware, you know, the fortune that he has assumed that he's a mass, that's no problem, but he's doing it and putting into the big pot every month, we had a trillion to the debt and now we're just arbitrarily deciding the college graduates don't need to pay back their, how are we going to pay for this? We're already in debt mortgage rates. Look at those. They were January 2022 3.2%. Remember those days? Now, it's almost 7%. Wall Street Journal did an article about this talking about how under Trump prices were stable and prices didn't rise significantly until Biden's first year in office.",286
287.0,https://www.tiktok.com/@greg_price11/video/7359321569551732011,1,"""Joe Biden spent this week campaigning in the crucial swing state of Pennsylvania. What was his opponent? Donald Trump doing? He's spending this week in a courtroom because while liberals claim to hate Vladimir Putin our country and its legal system are very quickly resembling Russia's. The reason Trump is in court is because he was indicted by Manhattan's district attorney, Alvin Bragg, who is in the position due to millions of dollars that he received from George Soros. Alvin Bragg indicted Donald Trump on 34 counts of falsifying business records. The business records that Donald Trump supposedly falsified was a payment of $300,000 that he gave to porn star Stormy Daniels during the 2016 election, in order to keep her quiet about an alleged affair that they had together. Now hush money payments in of themselves are not illegal, falsifying business records is also a misdemeanor. Bragg also indicted Trump eight years after this occurred. So the statute of limitations has expired. So in order to indict Donald Trump, Alvin Bragg had to elevate this misdemeanor to a felony. And in order to do so, he would have to show beyond a reasonable doubt that the hush money payment to Stormy Daniels was used in order to conceal a second crime. What exactly is this second crime? Alvin Bragg? Of course, doesn't say, oh, and also if you're an actual criminal in Alvin Bragg's jurisdiction, your felonies get lowered to misdemeanors all the time. In 2022 Alvin Bragg downgraded over half of all felony cases to misdemeanors in his district. If you got arrested for a felony in New York City, there is literally a greater than 50% chance that you didn't go to jail. But if you're Donald Trump, Alvin Bragg will use this ridiculous legal theory in order to indict you, but it doesn't even end there. A judge in this case is a man named Juan Merchant and Shocker. He donated to Joe Biden in 2020. Therefore, having a massive conflict of interest that would cause other judges to themselves but not Juan Merchant. Not only that, but Judge Merchant has a daughter who is the president of a progressive political consulting firm which has been raising money off of the Trump indictment, millions of dollars over a case that her father is presiding over. And when Donald Trump pointed this out on social media, judge Merchant gagged him, threatened to throw him in jail if he kept pointing out how corrupt this whole thing is. On top of it all, they're not even going to let Trump go to his son. Baron's high school graduation as if these people couldn't suck enough. This is what is currently happening in your country. Donald Trump is winning in all of the swing state polls. Joe Biden is a senile old man who was turning to dust every single day. Democrats understand this and they're frightened and that's why they have weaponized our nation's law fair against the Republican nominee for president. This was happening in a middle eastern country. I'm sure America would have invaded it by now.""",287_mp4_trial_2.json,"Joe Biden spent this week campaigning in the crucial swing state of Pennsylvania. What was his opponent? Donald Trump doing? He's spending this week in a courtroom because while liberals claim to hate Vladimir Putin our country and its legal system are very quickly resembling Russia's. The reason Trump is in court is because he was indicted by Manhattan's district attorney, Alvin Bragg, who is in the position due to millions of dollars that he received from George Soros. Alvin Bragg indicted Donald Trump on 34 counts of falsifying business records. The business records that Donald Trump supposedly falsified was a payment of $300,000 that he gave to porn star Stormy Daniels during the 2016 election, in order to keep her quiet about an alleged affair that they had together. Now hush money payments in of themselves are not illegal, falsifying business records is also a misdemeanor. Bragg also indicted Trump eight years after this occurred. So the statute of limitations has expired. So in order to indict Donald Trump, Alvin Bragg had to elevate this misdemeanor to a felony. And in order to do so, he would have to show beyond a reasonable doubt that the hush money payment to Stormy Daniels was used in order to conceal a second crime. What exactly is this second crime? Alvin Bragg? Of course, doesn't say, oh, and also if you're an actual criminal in Alvin Bragg's jurisdiction, your felonies get lowered to misdemeanors all the time. In 2022 Alvin Bragg downgraded over half of all felony cases to misdemeanors in his district. If you got arrested for a felony in New York City, there is literally a greater than 50% chance that you didn't go to jail. But if you're Donald Trump, Alvin Bragg will use this ridiculous legal theory in order to indict you, but it doesn't even end there. A judge in this case is a man named Juan Merchant and Shocker. He donated to Joe Biden in 2020. Therefore, having a massive conflict of interest that would cause other judges to themselves but not Juan Merchant. Not only that, but Judge Merchant has a daughter who is the president of a progressive political consulting firm which has been raising money off of the Trump indictment, millions of dollars over a case that her father is presiding over. And when Donald Trump pointed this out on social media, judge Merchant gagged him, threatened to throw him in jail if he kept pointing out how corrupt this whole thing is. On top of it all, they're not even going to let Trump go to his son. Baron's high school graduation as if these people couldn't suck enough. This is what is currently happening in your country. Donald Trump is winning in all of the swing state polls. Joe Biden is a senile old man who was turning to dust every single day. Democrats understand this and they're frightened and that's why they have weaponized our nation's law fair against the Republican nominee for president. This was happening in a middle eastern country. I'm sure America would have invaded it by now.",287
288.0,https://www.tiktok.com/@realcoltonmccormick/video/7360441008636595502,1,"""Are you ready to choose freedom over democracy? Because that's America?""",288_mp4_trial_2.json,Are you ready to choose freedom over democracy? Because that's America?,288
289.0,https://www.tiktok.com/@realcoltonmccormick/video/7361789843623464234,1,"""Animal. I'm a black animal. I'm a black animal that still are white people. Yeah, baby. 90 2024 B in 2024. 2020 2020. I don't mind doing 24 bit. You ever seen performance art? Obviously not because.""",289_mp4_trial_2.json,"Animal. I'm a black animal. I'm a black animal that still are white people. Yeah, baby. 90 2024 B in 2024. 2020 2020. I don't mind doing 24 bit. You ever seen performance art? Obviously not because.",289
290.0,https://www.tiktok.com/@christianheathers/video/7364519868147764523,1,"You are some waitress busting ass and some liquor thing if you got. So we hang out with people just like, yes, you, we, yes.'",290_mp4_trial_2.json,"You are some waitress busting ass and some liquor thing if you got. So we hang out with people just like, yes, you, we, yes.",290
291.0,https://www.tiktok.com/@thee_bluff_city/video/7365190062092389675,1,"""What's up y'all. So with everything going on recently with, you know, our United States government first, you know, they wanna give more money to these foreign countries that I will not name cause I just don't feel like one of them right now, you know who they are by now and now they wanna ban tiktok. And then here comes this crap with banning the Bible due for the uh New Testament or something. And I'm just sitting here like what is this deal with all these, all this nonsense going on with this with banning this, that and the other, they, they really don't want us to have freedom in this country anymore. It's just like nobody, nobody really has faith in our government anymore. I lost faith in the United States government a long time ago and now they just want to ban this, ban that, ban this, ban that. But let's keep giving more money to countries overseas, right? That's, that's exactly what we need to be doing right now with so many Americans still struggling. Living day to day can barely buy eggs, can barely buy milk, can barely buy bread, but we gotta give Ukraine. Another what? $40 billion that we just print out of fucking nowhere and let's ban the Bible too. Why, why not? You know, we gotta make sure the world isn't anti Semitic or whatever the hell, like what is the just, what is the fucking point like? Seriously? And to end this video, even old man Biden wants to get rid of gig work. Now, I did a little bit of homework on that. So, so a lot of people have been saying that he wants to just completely ban Uber doordash and you know, Grubhub and things like that. Not necessarily true. It's like they want those companies to consider the people who are working for those companies. They don't want to consider independent contractors anymore. They want them as W-2 employees, which I do not agree with because that's, you know, I do that for the most part on top of, you know, some other side hustles I got and working on growing this channel. It's just like, yo, they do not want us to have the freedom to make money when we want to. They want a lot of poor people in this country where they select few people who can live day to day and not have to worry about a thing. They wanna, they wanna grow, they wanna keep the 1% the 1% but grow the 99% even more by just continue to screw us over and over and over again. My goodness. Let me know what y'all think down below, man. Like if you're new, follow, if you're new, share this video, I'll holler at y'all in the next one.""",291_mp4_trial_2.json,"What's up y'all. So with everything going on recently with, you know, our United States government first, you know, they wanna give more money to these foreign countries that I will not name cause I just don't feel like one of them right now, you know who they are by now and now they wanna ban tiktok. And then here comes this crap with banning the Bible due for the uh New Testament or something. And I'm just sitting here like what is this deal with all these, all this nonsense going on with this with banning this, that and the other, they, they really don't want us to have freedom in this country anymore. It's just like nobody, nobody really has faith in our government anymore. I lost faith in the United States government a long time ago and now they just want to ban this, ban that, ban this, ban that. But let's keep giving more money to countries overseas, right? That's, that's exactly what we need to be doing right now with so many Americans still struggling. Living day to day can barely buy eggs, can barely buy milk, can barely buy bread, but we gotta give Ukraine. Another what? $40 billion that we just print out of fucking nowhere and let's ban the Bible too. Why, why not? You know, we gotta make sure the world isn't anti Semitic or whatever the hell, like what is the just, what is the fucking point like? Seriously? And to end this video, even old man Biden wants to get rid of gig work. Now, I did a little bit of homework on that. So, so a lot of people have been saying that he wants to just completely ban Uber doordash and you know, Grubhub and things like that. Not necessarily true. It's like they want those companies to consider the people who are working for those companies. They don't want to consider independent contractors anymore. They want them as W-2 employees, which I do not agree with because that's, you know, I do that for the most part on top of, you know, some other side hustles I got and working on growing this channel. It's just like, yo, they do not want us to have the freedom to make money when we want to. They want a lot of poor people in this country where they select few people who can live day to day and not have to worry about a thing. They wanna, they wanna grow, they wanna keep the 1% the 1% but grow the 99% even more by just continue to screw us over and over and over again. My goodness. Let me know what y'all think down below, man. Like if you're new, follow, if you're new, share this video, I'll holler at y'all in the next one.",291
292.0,https://www.tiktok.com/@applelamps/video/7377850536764263723,1,Sometimes I want to spend.',292_mp4_trial_2.json,Sometimes I want to spend.,292
293.0,https://www.tiktok.com/@jaeopt/video/7375098805106019626,1,',293_mp4_trial_2.json,,293
294.0,https://www.tiktok.com/@nathanielson1999/video/7359226639416347947,1,',294_mp4_trial_2.json,,294
295.0,https://www.tiktok.com/@nathanielson1999/video/7359227406705528106,1,',295_mp4_trial_2.json,,295
296.0,https://www.tiktok.com/@ryankingofficial/video/7362028159698488622,1,"""Problem. We got a problem and if you still supporting the Democrats, you're supporting this problem. What do I mean by that? Well, we got kids on these college campuses protesting for Hamas and they're even going as far and I've said this before, they're even going as far as saying we are Hamas, we are Hamas. So what they are talking about being a part of a terrorist, not only are they talking about being a part of a terrorist organization? They're talking about being terrorists themselves and even calling for the death of America which hits me just wrong because it makes me wanna just do some, some wickedness on it because of the fact that they're talking about not just death to me, they're talking about death to my Children. All the people, I love all the people that I know they're talking about death to them. They're even talking about death to their own parents and their own friends here. That's how deep that goes. So how do we stop it? Well, step one, we need to start identifying, step two, we need to lock them up for process. We're processing them, they need to go they need to get their name information to, you know, put charges on them right now. They're not doing anything too drastic this misdemeanor charges. But what they do need to be go, they do need their information going into a national database. A terror watch database. Oh, yeah. They shouldn't ever have to worry about flying on an airplane again. That's where it needs to start at. They shouldn't ever need to worry about, get a security clearance or a government job. That's where it needs to go. They need to be blacklisted for proclaiming death to America and that they are part of a terrorist organization. Now, if they continue to do such or they want to escalate it, move it up to, from the misdemeanor realm to the felony realm. Start taking them to, uh, some of my dark sites, our black sites where, you know, where we take other terrorists. I guarantee you they get less support. Other thing is it, I'm here some disturbing information. I did a video a few days ago about a blue and their funding of BLM and, and T FA and other organizations. Well, seems like these, uh, these people are once again preying on illegals and their inability to maintain good, good uh, employment. What do I mean by that? It seems to me that these guys, the rumor mill is that these guys are going to places known to house illegals, offering them money to go protest covering their faces and being in a crowd to fluff the numbers. Yeah. Along with the uniform tents, like they got to sell at Gander Mountain or at Dick's or at Bash Pro shop on these one specific types of tents. Also, the funding is coming in to buy porta potties, somebody's paying for it. This isn't a spontaneous thing but this is what's taking place and there's an element of the Democrat party that's doing this. So, let's use some, ah, there you go. This is my shirt. Let's use some common sense because it ain't that common. Now, you make it make sense.""",296_mp4_trial_2.json,"Problem. We got a problem and if you still supporting the Democrats, you're supporting this problem. What do I mean by that? Well, we got kids on these college campuses protesting for Hamas and they're even going as far and I've said this before, they're even going as far as saying we are Hamas, we are Hamas. So what they are talking about being a part of a terrorist, not only are they talking about being a part of a terrorist organization? They're talking about being terrorists themselves and even calling for the death of America which hits me just wrong because it makes me wanna just do some, some wickedness on it because of the fact that they're talking about not just death to me, they're talking about death to my Children. All the people, I love all the people that I know they're talking about death to them. They're even talking about death to their own parents and their own friends here. That's how deep that goes. So how do we stop it? Well, step one, we need to start identifying, step two, we need to lock them up for process. We're processing them, they need to go they need to get their name information to, you know, put charges on them right now. They're not doing anything too drastic this misdemeanor charges. But what they do need to be go, they do need their information going into a national database. A terror watch database. Oh, yeah. They shouldn't ever have to worry about flying on an airplane again. That's where it needs to start at. They shouldn't ever need to worry about, get a security clearance or a government job. That's where it needs to go. They need to be blacklisted for proclaiming death to America and that they are part of a terrorist organization. Now, if they continue to do such or they want to escalate it, move it up to, from the misdemeanor realm to the felony realm. Start taking them to, uh, some of my dark sites, our black sites where, you know, where we take other terrorists. I guarantee you they get less support. Other thing is it, I'm here some disturbing information. I did a video a few days ago about a blue and their funding of BLM and, and T FA and other organizations. Well, seems like these, uh, these people are once again preying on illegals and their inability to maintain good, good uh, employment. What do I mean by that? It seems to me that these guys, the rumor mill is that these guys are going to places known to house illegals, offering them money to go protest covering their faces and being in a crowd to fluff the numbers. Yeah. Along with the uniform tents, like they got to sell at Gander Mountain or at Dick's or at Bash Pro shop on these one specific types of tents. Also, the funding is coming in to buy porta potties, somebody's paying for it. This isn't a spontaneous thing but this is what's taking place and there's an element of the Democrat party that's doing this. So, let's use some, ah, there you go. This is my shirt. Let's use some common sense because it ain't that common. Now, you make it make sense.",296
297.0,https://www.tiktok.com/@ryankingofficial/video/7362121635400322346,1,"Hold on the thank you that on. Stop them, go touch them. Welcome that. No. Yes, sir. Just hold on to my bachelor f oh got you. And I 10.7. Right? Nothing. Yeah. Yeah. Y turn. Come on. Come on.'",297_mp4_trial_2.json,"Hold on the thank you that on. Stop them, go touch them. Welcome that. No. Yes, sir. Just hold on to my bachelor f oh got you. And I 10.7. Right? Nothing. Yeah. Yeah. Y turn. Come on. Come on.",297
298.0,https://www.tiktok.com/@derekmio5/video/7369296023845358878,1,"""I think we can help President Biden is if he came out and just said that he's been high this whole time, right? Like we would buy that, right? If he came out and was just like, oh, no, come on, man. Well, folks, come on. Hey, listen up. A lot of people say I'm too old to be president instead of falling down, falling asleep. A lot of falling, going on. I'm not too old, I'm not too old. I'm just smoking good. You can't smoke it. Hey, California, it's legal, right? Marijuana weed grass. We just call it grass. Lata Mexicans. Black people call it loud. How's it? Loud. Marijuana is a plant? Plants are allowed to quiet talk. Do they? Grandpa Joe? Hes always like scolding us or reading a bedtime story. Oh.""",298_mp4_trial_2.json,"I think we can help President Biden is if he came out and just said that he's been high this whole time, right? Like we would buy that, right? If he came out and was just like, oh, no, come on, man. Well, folks, come on. Hey, listen up. A lot of people say I'm too old to be president instead of falling down, falling asleep. A lot of falling, going on. I'm not too old, I'm not too old. I'm just smoking good. You can't smoke it. Hey, California, it's legal, right? Marijuana weed grass. We just call it grass. Lata Mexicans. Black people call it loud. How's it? Loud. Marijuana is a plant? Plants are allowed to quiet talk. Do they? Grandpa Joe? Hes always like scolding us or reading a bedtime story. Oh.",298
299.0,https://www.tiktok.com/@hikaru.pin/video/7369657789087632686,1,"""This is sketchy as fuck. And I need everybody to share this immediately. Ok. Stay with me here now, this right here. Ok. This is a list of us senators from 1990 to 2024 that have received money from Pro Israel. Right? As you can see, Joe Biden is in first place. Now, what's interesting is this says $4,261,000 right? Ok. Hold on, this was a screenshot of the same exact website from just one week ago. And as you can see, it said $5,736,000 no other amount for any us senator changed during that time period. Ok. And do keep in mind Joe Biden is not even a senator, he's our president. And do keep in mind this amount also went over $6 million after the Tik Tok Ban Bill. Is that not fucking weird to anybody? Where did that money go? Biden? Now, you know what's really interesting about Pro Israel is the fact that they are their first contributor with 8 million $672,000. Now, let me show you a little something sketchy about them. Ok. This is Mike Johnson. I'm sure we all know who Mike Johnson is. Right. If you don't, he's a Republican representative who spoke the other day at the Columbia University saying that everybody was in quotation supporting terror. Well, Mike Johnson's last election, this just so happened to ironically be his top contributor and this is good on Mike Gallagher. Right. Your Republican representative who sponsored the original tiktok band. Bill. Mike Johnson's last election. This just so happened to be his first top contributor. I'm sure it's no coincidence, right? If you really want to know about who they are, you should look into my JFK video on my profile because boy, that'll really open your eye, but that's not the sketchiest part, right? Because God, when you look at Michael mccall, the guy who wrote the tiktok band Bill to begin with, you might see that this right here has been his most recent clearly that says meta platforms. Does nobody know about how Mark Zuckerberg wants to buy tiktok? But see, that's not the sketchiest part about this entire thing, right? The sketchiest part is what other companies he's been investing in, right? As you can see JP Morgan. Oh, Vanguard. Now, that's pretty interesting, isn't it vanguard? That should tell people enough. But what's really intriguing is the fact that Michael mccall has been investing in me since the beginning of March God. When you look at how many us politicians have been investing in me since the beginning of March. It'll really open your eyes.""",299_mp4_trial_2.json,"This is sketchy as fuck. And I need everybody to share this immediately. Ok. Stay with me here now, this right here. Ok. This is a list of us senators from 1990 to 2024 that have received money from Pro Israel. Right? As you can see, Joe Biden is in first place. Now, what's interesting is this says $4,261,000 right? Ok. Hold on, this was a screenshot of the same exact website from just one week ago. And as you can see, it said $5,736,000 no other amount for any us senator changed during that time period. Ok. And do keep in mind Joe Biden is not even a senator, he's our president. And do keep in mind this amount also went over $6 million after the Tik Tok Ban Bill. Is that not fucking weird to anybody? Where did that money go? Biden? Now, you know what's really interesting about Pro Israel is the fact that they are their first contributor with 8 million $672,000. Now, let me show you a little something sketchy about them. Ok. This is Mike Johnson. I'm sure we all know who Mike Johnson is. Right. If you don't, he's a Republican representative who spoke the other day at the Columbia University saying that everybody was in quotation supporting terror. Well, Mike Johnson's last election, this just so happened to ironically be his top contributor and this is good on Mike Gallagher. Right. Your Republican representative who sponsored the original tiktok band. Bill. Mike Johnson's last election. This just so happened to be his first top contributor. I'm sure it's no coincidence, right? If you really want to know about who they are, you should look into my JFK video on my profile because boy, that'll really open your eye, but that's not the sketchiest part, right? Because God, when you look at Michael mccall, the guy who wrote the tiktok band Bill to begin with, you might see that this right here has been his most recent clearly that says meta platforms. Does nobody know about how Mark Zuckerberg wants to buy tiktok? But see, that's not the sketchiest part about this entire thing, right? The sketchiest part is what other companies he's been investing in, right? As you can see JP Morgan. Oh, Vanguard. Now, that's pretty interesting, isn't it vanguard? That should tell people enough. But what's really intriguing is the fact that Michael mccall has been investing in me since the beginning of March God. When you look at how many us politicians have been investing in me since the beginning of March. It'll really open your eyes.",299
300.0,https://www.tiktok.com/@maggiwendel4444/video/7367826093715262763,1,"""Striking Rafah. I know that you have paused Mr President shipments of 2000 pound us bombs to Israel due to concern that they could be used in any offensive on Rafah. Have those bombs? Those powerful 2000 pound bombs been used to kill civilians in Gaza, civilians have been killed in Gaza as a consequence of those bombs and other ways in which they go after population centers. I made it clear that if they go into Rafah, they haven't gone into Rafah yet. They go into Rafah. I'm not supplying the weapons that have been used historically to deal with Rafah to deal with the cities to deal with that problem. We're going to continue to make sure Israel is secure in terms of iron dome and their ability to respond to attacks that came out of the, uh, in the Middle East recently. But it's, uh, it's, it's just wrong. We're not gonna, we're not gonna supply the weapons.""",300_mp4_trial_2.json,"Striking Rafah. I know that you have paused Mr President shipments of 2000 pound us bombs to Israel due to concern that they could be used in any offensive on Rafah. Have those bombs? Those powerful 2000 pound bombs been used to kill civilians in Gaza, civilians have been killed in Gaza as a consequence of those bombs and other ways in which they go after population centers. I made it clear that if they go into Rafah, they haven't gone into Rafah yet. They go into Rafah. I'm not supplying the weapons that have been used historically to deal with Rafah to deal with the cities to deal with that problem. We're going to continue to make sure Israel is secure in terms of iron dome and their ability to respond to attacks that came out of the, uh, in the Middle East recently. But it's, uh, it's, it's just wrong. We're not gonna, we're not gonna supply the weapons.",300
301.0,https://www.tiktok.com/@podcasts2737/video/7376391646541417774,1,"""And can you tell us, sir, Donald Trump refers to himself as a political prisoner and blames you directly. What's your response to that? Sir? Do you think the conviction will have an impact on the campaign? We'd love to hear your thoughts, sir. That sinister grin may as well have been a confession. But 34 felony counsel later, Donald Trump still standing. This is a case where if they can do this to me, they can do this to anyone and these are bad people. These are in many cases, I believe sick people. I'm out there and I don't mind being out there because I'm doing something for this country and I'm doing something for our constitution. It's very important far beyond me and this can't be allowed to happen to other presidents. It should never be allowed to happen in the future. But this is far beyond me. This is bigger than Trump. This is bigger than me. This is bigger than""",301_mp4_trial_2.json,"And can you tell us, sir, Donald Trump refers to himself as a political prisoner and blames you directly. What's your response to that? Sir? Do you think the conviction will have an impact on the campaign? We'd love to hear your thoughts, sir. That sinister grin may as well have been a confession. But 34 felony counsel later, Donald Trump still standing. This is a case where if they can do this to me, they can do this to anyone and these are bad people. These are in many cases, I believe sick people. I'm out there and I don't mind being out there because I'm doing something for this country and I'm doing something for our constitution. It's very important far beyond me and this can't be allowed to happen to other presidents. It should never be allowed to happen in the future. But this is far beyond me. This is bigger than Trump. This is bigger than me. This is bigger than",301
302.0,https://www.tiktok.com/@phytizzeey/video/7359092947561827627,1,"""Here's how I would fix how fucked up the United States Congress is with five simple rules. The first rule obviously being term limits, the people in Congress should be just like the president. They are only allowed to serve two terms. Then they can make way for someone else who has something else to say. Rule number two, congressmen and women are paid the median salary of the state. They represent congressman or woman wants to make more money. They need to take action to raise the median salary of the people in their state. This will immediately guarantee that they understand the people they represent. And I know people are going to say that would be hard to do because they have to go back and forth between Washington and their state. That leads me to rule number three, no more, traveling to Washington and also no overseas travel paid by the taxpayer. Now, how will we accomplish this easy? We all know what fucking zoom is. It is 2024. There is no fucking reason for our representatives to be traveling to Washington. There is no reason they have to meet in the same fucking room just install big ass ipads on each chair and they can talk it out over zoom. It's fucking insane that we are paying for our representatives to travel all the way across the country just to fuck, vote. All we need is big ass ipads, secure push button voting technology and video conferencing technology. Three things we already have as for the overseas travel, there is zero fucking reason for a representative from Idaho to have to go to Paris on official business. They are not foreign dignitaries are not part of some international peace corps. They are representatives of their state so they need to stay in their fucking state. If they want to go overseas on vacation, that's fine. They can pay for it themselves. But there's absolutely no fucking reason taxpayers should be footing the bill for representatives or senators to fly overseas now without them traveling all over the place that's going to free up a lot of time and that will lead to rule number four, which is single issue bills. Only any bill that's submitted to be voted on can only be about one single issue. There is no fucking reason a veterans benefit bill should have anything unrelated to veterans in. It should be putting up one issue at a time, voting on one issue at a time and passing or not passing one bill at a time. Want more money for Ukraine, put up a bill that is just the Ukraine funding don't combine it with some bill giving benefits to old people to try to make everyone feel bad and vote. Yes. If a bill or an issue can't pass on its own merits, then it doesn't need to be passed. And lastly rule number five, any time a member of Congress speaks to the media or the American people, it is automatically assumed that they are under oath and can be charged with perjury for lying to the American people. And if through a jury of their peers, preferably that jury should also be made up of the residents of the state, they represent, they will be immediately removed from office and that's it. Five rules to un fuck Congress.""",302_mp4_trial_2.json,"Here's how I would fix how fucked up the United States Congress is with five simple rules. The first rule obviously being term limits, the people in Congress should be just like the president. They are only allowed to serve two terms. Then they can make way for someone else who has something else to say. Rule number two, congressmen and women are paid the median salary of the state. They represent congressman or woman wants to make more money. They need to take action to raise the median salary of the people in their state. This will immediately guarantee that they understand the people they represent. And I know people are going to say that would be hard to do because they have to go back and forth between Washington and their state. That leads me to rule number three, no more, traveling to Washington and also no overseas travel paid by the taxpayer. Now, how will we accomplish this easy? We all know what fucking zoom is. It is 2024. There is no fucking reason for our representatives to be traveling to Washington. There is no reason they have to meet in the same fucking room just install big ass ipads on each chair and they can talk it out over zoom. It's fucking insane that we are paying for our representatives to travel all the way across the country just to fuck, vote. All we need is big ass ipads, secure push button voting technology and video conferencing technology. Three things we already have as for the overseas travel, there is zero fucking reason for a representative from Idaho to have to go to Paris on official business. They are not foreign dignitaries are not part of some international peace corps. They are representatives of their state so they need to stay in their fucking state. If they want to go overseas on vacation, that's fine. They can pay for it themselves. But there's absolutely no fucking reason taxpayers should be footing the bill for representatives or senators to fly overseas now without them traveling all over the place that's going to free up a lot of time and that will lead to rule number four, which is single issue bills. Only any bill that's submitted to be voted on can only be about one single issue. There is no fucking reason a veterans benefit bill should have anything unrelated to veterans in. It should be putting up one issue at a time, voting on one issue at a time and passing or not passing one bill at a time. Want more money for Ukraine, put up a bill that is just the Ukraine funding don't combine it with some bill giving benefits to old people to try to make everyone feel bad and vote. Yes. If a bill or an issue can't pass on its own merits, then it doesn't need to be passed. And lastly rule number five, any time a member of Congress speaks to the media or the American people, it is automatically assumed that they are under oath and can be charged with perjury for lying to the American people. And if through a jury of their peers, preferably that jury should also be made up of the residents of the state, they represent, they will be immediately removed from office and that's it. Five rules to un fuck Congress.",302
303.0,https://www.tiktok.com/@magsm27/video/7361558393833868590,1,Me how? Yeah. Mhm.',303_mp4_trial_2.json,Me how? Yeah. Mhm.,303
304.0,https://www.tiktok.com/@jawslovesproduction/video/7378378383870266670,1,"""Weak and pathetic. Is he describing himself? Hey, President Biden, I got a couple questions for you since you're here on tiktok. Uh One. I'm wondering why your page, you have your face and red eyes. I mean, is that some type of that you're a superhero that you're a superman or? I mean, are you the devil? I mean, just wondering what the red eyes are for two. I mean, why are you on tiktok after you tried banning tiktok? Then the other guy that you're running against is on tiktok and he tried banning tiktok, right? And I thought this was the Communist Party thing. So I'm just wondering, then also you're saying that, are you talking about yourself? When cant you read a teleprompter? You fallen off a set of stairs multiple times. You've pooped your pants, especially on D day anniversary.""",304_mp4_trial_2.json,"Weak and pathetic. Is he describing himself? Hey, President Biden, I got a couple questions for you since you're here on tiktok. Uh One. I'm wondering why your page, you have your face and red eyes. I mean, is that some type of that you're a superhero that you're a superman or? I mean, are you the devil? I mean, just wondering what the red eyes are for two. I mean, why are you on tiktok after you tried banning tiktok? Then the other guy that you're running against is on tiktok and he tried banning tiktok, right? And I thought this was the Communist Party thing. So I'm just wondering, then also you're saying that, are you talking about yourself? When cant you read a teleprompter? You fallen off a set of stairs multiple times. You've pooped your pants, especially on D day anniversary.",304
305.0,https://www.tiktok.com/@savingusatoday/video/7358676166594678047,1,"I love you. I love you. See you, we, yeah.'",305_mp4_trial_2.json,"I love you. I love you. See you, we, yeah.",305
